ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000156239_N6AMT1	21	28872191	28885371	0.513	rs2849680	3.28	rs376349774	-0.0145	3.47	-1.068	5604	5604	bslmm	0.034	0.069	-2.6017	0.00928	0.4841432	Abnormal_involuntary_movements	GCST90477576_Movement_Motor.h.FUSION.txt	Oligodendrocyte	ENSG00000156239_N6AMT1	Abnormal_involuntary_movements	TWAS	0.00928	FALSE	2.03245202378114	Negative	N6AMT1	GCST90477576_Movement_Motor.h.FUSION
ENSG00000126773_PCNX4	14	60091911	60169133	0.217	rs10483723	-3.28	rs913395	0.028655	-4.76	2.6012	3773	1	top1	0.029	0.086	-2.6012	0.00929	0.721258823529412	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000126773_PCNX4	Disturbance_of_skin_sensation	TWAS	0.00929	FALSE	2.03198428600636	Negative	PCNX4	GCST90478777_OtherNeurological.h.FUSION
ENSG00000171222_SCAND1	20	35953617	35959472	0.264	rs7267743	-4.15	rs2425242	-0.00484	-3.6	-1.5827	3377	19	enet	0.03	0.081	2.6002	0.00932	0.4525792	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000171222_SCAND1	Do_you_smoke_now	TWAS	0.00932	FALSE	2.03058408764602	Positive	SCAND1	GCST90479468_SubstanceUse.h.FUSION
ENSG00000255314_ENSG00000255314	11	46123031	46177106	0.225	rs11038839	-3.48	rs111996762	0.025759	-3.76	-2.6002	3184	1	top1	0.026	0.097	2.6002	0.00932	0.704834117647059	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000255314_ENSG00000255314	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.00932	FALSE	2.03058408764602	Positive	ENSG00000255314	GCST90479446_SleepDisorders.h.FUSION
ENSG00000100154_TTC28	22	27978014	28679840	0.547	rs5761898	-3.25	rs73422331	0.02524	3.78	2.5998	5695	1	top1	0.025	0.1	2.5998	0.00933	0.616610833333333	Epilepsy_recurrent_seizures_convulsions	GCST90477550_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000100154_TTC28	Epilepsy_recurrent_seizures_convulsions	TWAS	0.00933	FALSE	2.0301183562535	Positive	TTC28	GCST90477550_SeizureDisorders.h.FUSION
ENSG00000095321_CRAT	9	129094142	129111189	0.45	rs1105551	3.96	rs2689983	-0.00661	-3.74	-1.9015	4624	4624	bslmm	0.038	0.058	2.59965	0.00933	0.593992857142857	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Oligodendrocyte	ENSG00000095321_CRAT	Abnormal_movement	TWAS	0.00933	FALSE	2.0301183562535	Positive	CRAT	GCST90477574_Movement_Motor.h.FUSION
ENSG00000115020_PIKFYVE	2	208266255	208358746	0.482	rs71420728	-3.53	rs12694115	-0.012467	3.78	0.23855	5636	5636	blup	0.041	0.05	2.5996	0.00933	0.669015882352941	PTSD	pts_aam_freeze2_overall.results.txt	Oligodendrocyte	ENSG00000115020_PIKFYVE	PTSD	TWAS	0.00933	FALSE	2.0301183562535	Positive	PIKFYVE	pts_aam_freeze2_overall.results
ENSG00000124215_CDH26	20	59958423	60034011	1	rs73919504	3.63	rs242790	0.0193	-4.09	-1.3171	4983	100	enet	0.11	0.0035	2.599	0.00935	0.4604875	PTSD	SORTED_PTSD_AA7_ALL_study_specific_PCs1.txt	Oligodendrocyte	ENSG00000124215_CDH26	PTSD	TWAS	0.00935	FALSE	2.02918838912748	Positive	CDH26	SORTED_PTSD_AA7_ALL_study_specific_PCs1
ENSG00000089685_BIRC5	17	78214186	78225636	1	rs7225996	-3.3	rs141256532	-0.0147	-3.63	-0.18487	6276	6276	bslmm	0.072	0.014	-2.599089	0.00935	0.6688	SubstanceUseDisorders	pgc_alcdep.afr_unrel_genotyped.aug2018_release.txt	Oligodendrocyte	ENSG00000089685_BIRC5	SubstanceUseDisorders	TWAS	0.00935	FALSE	2.02918838912748	Negative	BIRC5	pgc_alcdep.afr_unrel_genotyped.aug2018_release
ENSG00000139323_POC1B	12	89419718	89526047	0.297	rs75101659	3.71	rs12579052	0.048133	-3.95	-2.5981	3082	1	top1	0.048	0.038	2.5981	0.00937	0.554393333333333	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000139323_POC1B	Convulsions	TWAS	0.00937	FALSE	2.02826040911222	Positive	POC1B	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000251523_ENSG00000251523	4	98496364	98509935	0.277	rs72908953	3.64	rs13119703	-0.012003	3.57	-0.918	4861	4861	blup	0.093	0.006	-2.5967	0.00941	0.793882424242424	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000251523_ENSG00000251523	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	0.00941	FALSE	2.02641037657274	Negative	ENSG00000251523	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000119669_IRF2BPL	14	77024543	77028708	0.891	rs10141299	-4.67	rs850744	0.122685	4.19	-2.5965	5428	1	top1	0.12	0.0017	-2.5965	0.009419	0.489140833333333	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000119669_IRF2BPL	Encephalopathy_not_elsewhere_classified	TWAS	0.009419	FALSE	2.02599520310259	Negative	IRF2BPL	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000120885_CLU	8	27596917	27614700	0.583	rs73678226	3.82	rs2727009	0.03549	3.53	0.6778	5924	5924	bslmm	0.062	0.021	2.5964	0.00942	0.607	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000120885_CLU	Stroke_or_Transient_Ischemic_Attack	TWAS	0.00942	FALSE	2.02594909720712	Positive	CLU	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000279652_ENSG00000279652	22	35992321	36000469	0.314	rs58312521	-2.81	rs76294087	0.02854	3.51	-1.6253	5586	5586	blup	0.093	0.0059	-2.5958	0.00944	0.791739130434783	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000279652_ENSG00000279652	Hypersomnia	TWAS	0.00944	FALSE	2.02502800570193	Negative	ENSG00000279652	GCST90477481_SleepDisorders.h.FUSION
ENSG00000138399_FASTKD1	2	169528508	169573875	0.376	rs2893095	3.42	rs13011197	0.000954	3.82	2.1916	5109	10	enet	0.012	0.18	2.5953	0.00945	0.547311666666667	Do_you_currently_smoke_cigarettes	GCST90479465_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000138399_FASTKD1	Do_you_currently_smoke_cigarettes	TWAS	0.00945	FALSE	2.02456819149074	Positive	FASTKD1	GCST90479465_SubstanceUse.h.FUSION
ENSG00000125462_MIR9-1HG	1	156404250	156456763	0.611	rs7544205	4.01	rs77444265	-0.00154	3.3	0.6277	4023	4023	bslmm	0.029	0.084	-2.5952	0.00945	0.603229375	Alzheimers_or_Other_Dementia	GCST90475495_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000125462_MIR9-1HG	Alzheimers_or_Other_Dementia	TWAS	0.00945	FALSE	2.02456819149074	Negative	MIR9-1HG	GCST90475495_Cognitive_Neurodegenerative.h.FUSION
ENSG00000198951_NAGA	22	42058334	42070842	0.524	rs17003075	3.71	rs8141373	0.01101	3.75	-1.49238	5004	5004	blup	0.024	0.11	-2.595	0.00946	0.735428421052632	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000198951_NAGA	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.00946	FALSE	2.02410886359821	Negative	NAGA	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000144535_DIS3L2	2	231961245	232344350	0.427	rs142595598	3.88	rs3100583	0.194391	4.76	-1.5906	5381	32	enet	0.23	1.9e-05	-2.594312	0.009478	0.598502	Chronic_pain_syndrome	GCST90477603_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000144535_DIS3L2	Chronic_pain_syndrome	TWAS	0.009478	FALSE	2.02328329563662	Negative	DIS3L2	GCST90477603_OtherNeurological.h.FUSION
ENSG00000153902_LGI4	19	35124513	35142451	0.608	rs41275832	-3.46	rs231238	0.024677	-3.46	-2.5942	4715	1	top1	0.025	0.1	2.5942	0.00948	0.554393333333333	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000153902_LGI4	Convulsions	TWAS	0.00948	FALSE	2.02319166266193	Positive	LGI4	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000042317_SPATA7	14	88384924	88470350	0.24	rs74855422	3.95	rs2274735	-0.01031	3.85	-2.7694	5746	5746	blup	0.0027	0.28	-2.5942	0.00948	0.59012243902439	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000042317_SPATA7	Bipolar_Disorder	TWAS	0.00948	FALSE	2.02319166266193	Negative	SPATA7	GCST90479398_MoodDisorders.h.FUSION
ENSG00000238266_LINC00707	10	6779549	6842906	1	rs2497444	-3.19	rs6602224	-0.005897	3.64	0.8814	6027	6027	blup	0.19	7.8e-05	-2.5933	0.00951	0.547311666666667	Do_you_currently_smoke_cigarettes	GCST90479465_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000238266_LINC00707	Do_you_currently_smoke_cigarettes	TWAS	0.00951	FALSE	2.02181948306259	Negative	LINC00707	GCST90479465_SubstanceUse.h.FUSION
ENSG00000163947_ARHGEF3	3	56727418	57079329	0.684	rs4681935	2.85	rs7653818	0.425282	-5.67	2.4921	5008	5008	bslmm	0.43	4.6e-10	-2.59235	0.00953	0.608916842105263	Waking_up_in_the_morning_earlier_than_planned_or_desired	GCST90479450_SleepDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000163947_ARHGEF3	Waking_up_in_the_morning_earlier_than_planned_or_desired	TWAS	0.00953	FALSE	2.02090709936167	Negative	ARHGEF3	GCST90479450_SleepDisorders.h.FUSION
ENSG00000290671_PYY2	17	28226563	28228065	0.338	rs147276947	-3.54	rs111896162	-0.00458	-3.23	-2.7694	2978	2978	blup	0.063	0.021	2.5912	0.00956	0.8102236	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Oligodendrocyte	ENSG00000290671_PYY2	Degenerative_disease_of_the_spinal_cord	TWAS	0.00956	FALSE	2.0195421077239	Positive	PYY2	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000260041_ENSG00000260041	16	56109537	56137000	1	rs79157588	4.02	rs72804823	-0.00954	-3.23	-0.3828	5293	5293	bslmm	0.14	0.00078	-2.59125	0.00956	0.713562222222222	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000260041_ENSG00000260041	Schizophrenia	TWAS	0.00956	FALSE	2.0195421077239	Negative	ENSG00000260041	GCST90479403_PsychoticDisorders.h.FUSION
ENSG00000214870_LINC02981	7	26398593	26497595	0.739	rs75471283	3.96	rs17153664	0.507801	5.93	2.59088	4824	1	top1	0.51	2.8e-12	2.59088	0.00957	0.624230967741935	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000214870_LINC02981	Alzheimers_or_Other_Dementia	TWAS	0.00957	FALSE	2.01908806222316	Positive	LINC02981	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000225792_SNX10-AS1	7	26369310	26376701	0.901	rs75471283	3.96	rs17153664	0.563288	6.22	2.59088	4565	1	top1	0.56	4.5e-14	2.59088	0.00957	0.624230967741935	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000225792_SNX10-AS1	Alzheimers_or_Other_Dementia	TWAS	0.00957	FALSE	2.01908806222316	Positive	SNX10-AS1	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000122507_BBS9	7	33109557	33877180	0.978	rs10241188	3.69	rs10259915	0.328041	-5.19	1.1373	6992	6992	bslmm	0.34	9.1e-08	-2.5902	0.00959	0.554393333333333	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000122507_BBS9	Convulsions	TWAS	0.00959	FALSE	2.01818139282934	Negative	BBS9	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000259172_SNRPA1-DT	15	101295419	101305737	0.604	rs58815007	2.88	rs4965640	-0.005314	-3.37	-0.18185	5179	5179	bslmm	0.048	0.038	-2.5904	0.00959	0.603229375	Alzheimers_or_Other_Dementia	GCST90475495_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000259172_SNRPA1-DT	Alzheimers_or_Other_Dementia	TWAS	0.00959	FALSE	2.01818139282934	Negative	SNRPA1-DT	GCST90475495_Cognitive_Neurodegenerative.h.FUSION
ENSG00000233797_UFL1-AS1	6	96199840	96521728	0.353	rs114043112	-3.22	rs7773515	0.1074	-4.53	-2.5898	5171	1	top1	0.11	0.0033	2.58977	0.0096	0.547311666666667	Do_you_currently_smoke_cigarettes	GCST90479465_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000233797_UFL1-AS1	Do_you_currently_smoke_cigarettes	TWAS	0.0096	FALSE	2.01772876696043	Positive	UFL1-AS1	GCST90479465_SubstanceUse.h.FUSION
ENSG00000185818_NAT8L	4	2059327	2069089	0.362	rs2170321	-4.42	rs2341303	-0.012341	-3.65	-0.49033	5269	5269	blup	0.098	0.0047	2.5894	0.00962	0.721258823529412	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000185818_NAT8L	Disturbance_of_skin_sensation	TWAS	0.00962	FALSE	2.01682492796219	Positive	NAT8L	GCST90478777_OtherNeurological.h.FUSION
ENSG00000156219_ART3	4	76011184	76114048	0.774	rs112473025	3.62	rs11722957	0.150209	5.37	3.0091	6194	6194	bslmm	0.3	5.5e-07	2.5888	0.00963	0.863351627906977	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000156219_ART3	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.00963	FALSE	2.01637371287547	Positive	ART3	GCST90477812_OtherNeurological.h.FUSION
ENSG00000228486_C2orf92	2	97664217	97703066	0.612	rs79574571	-3.42	rs34118499	0.051214	-3.69	-2.0675	2405	2405	bslmm	0.13	0.0011	2.58831	0.00964	0.721258823529412	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000228486_C2orf92	Disturbance_of_skin_sensation	TWAS	0.00964	FALSE	2.01592296609717	Positive	C2orf92	GCST90478777_OtherNeurological.h.FUSION
ENSG00000101216_GMEB2	20	63587602	63627101	0.53	rs932827	3.67	rs6062442	-0.01466	-4.79	1.491	4651	4651	bslmm	0.067	0.017	-2.588	0.00965	0.489140833333333	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000101216_GMEB2	Encephalopathy_not_elsewhere_classified	TWAS	0.00965	FALSE	2.01547268665621	Negative	GMEB2	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000128039_SRD5A3	4	55346213	55373100	0.512	rs73134071	-3.74	rs6818658	-0.01329	-3.33	-1.4985	5438	5438	bslmm	0.024	0.1	-2.5873	0.00967	0.489140833333333	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000128039_SRD5A3	Encephalopathy_not_elsewhere_classified	TWAS	0.00967	FALSE	2.014573525917	Negative	SRD5A3	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000198719_DLL1	6	170282206	170306565	0.458	rs3012435	4.48	rs9295391	0.25981	-4.48	2.587	3894	1	top1	0.26	3.9e-06	-2.587	0.00968	0.860836363636364	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000198719_DLL1	Cerebral_ischemia	TWAS	0.00968	FALSE	2.01412464269161	Negative	DLL1	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000158109_TPRG1L	1	3625015	3630127	0.752	rs12092980	3.15	rs12093951	-4.82e-05	-3.67	-0.56879	6523	6523	bslmm	0.024	0.1	2.58675	0.00969	0.8102236	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Oligodendrocyte	ENSG00000158109_TPRG1L	Degenerative_disease_of_the_spinal_cord	TWAS	0.00969	FALSE	2.01367622294923	Positive	TPRG1L	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000196072_BLOC1S2	10	100273280	100286680	0.531	rs11190375	-3.15	rs7090266	-0.005462	3.08	2.094	4158	4158	blup	0.035	0.066	2.585	0.00972	0.735428421052632	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000196072_BLOC1S2	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	0.00972	FALSE	2.01233373507373	Positive	BLOC1S2	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000164024_METAP1	4	98995659	99062809	0.334	rs4699722	-3.82	rs28591094	-0.013802	-3.1	-0.44946	5072	5072	bslmm	0.013	0.17	-2.58547	0.00972	0.516455833333333	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000164024_METAP1	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.00972	FALSE	2.01233373507373	Negative	METAP1	GCST90479457_SubstanceUse.h.FUSION
ENSG00000103245_CIAO3	16	729760	741329	0.89	rs57788177	3.97	rs12932591	0.09482	-4.07	-2.7312	5318	5318	bslmm	0.18	0.00017	2.584	0.00976	0.860836363636364	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000103245_CIAO3	Cerebral_ischemia	TWAS	0.00976	FALSE	2.01055018233331	Positive	CIAO3	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000136206_SPDYE1	7	43997897	44010124	0.35	rs6968700	-4.03	rs56026067	-0.014489	-3.28	1.3661	3646	3646	bslmm	0.042	0.048	-2.582	0.00981	0.715392857142857	Feeling_excessively_sleepy_during_the_day	GCST90479439_SleepDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000136206_SPDYE1	Feeling_excessively_sleepy_during_the_day	TWAS	0.00981	FALSE	2.00833099262005	Negative	SPDYE1	GCST90479439_SleepDisorders.h.FUSION
ENSG00000101412_E2F1	20	33675477	33686385	0.467	rs291675	-2.53	rs3746460	0.14297	-4.19	-0.1806	3660	49	enet	0.15	0.00064	-2.582	0.00982	0.518284615384615	Hereditary_and_idiopathic_peripheral_neuropathy	GCST90477606_SpinalCord_Nerves.h.FUSION.txt	Oligodendrocyte	ENSG00000101412_E2F1	Hereditary_and_idiopathic_peripheral_neuropathy	TWAS	0.00982	FALSE	2.00788851221305	Negative	E2F1	GCST90477606_SpinalCord_Nerves.h.FUSION
ENSG00000198791_CNOT7	8	17224966	17246878	0.637	rs2720489	3.3	rs570309	0.02855	-4.21	2.5037	7608	7608	bslmm	0.13	0.0012	-2.5809	0.00985	0.741419103448276	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000198791_CNOT7	Dementia	TWAS	0.00985	FALSE	2.00656376950239	Negative	CNOT7	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000238083_LRRC37A2	17	46511508	46556910	0.584	rs10775405	-3.16	rs7226263	0.42	3.57	2.5807	1651	1	top1	0.42	7.8e-10	2.58067	0.00986	0.598502	Chronic_pain_syndrome	GCST90477603_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000238083_LRRC37A2	Chronic_pain_syndrome	TWAS	0.00986	FALSE	2.00612308505879	Positive	LRRC37A2	GCST90477603_OtherNeurological.h.FUSION
ENSG00000171150_SOCS5	2	46698952	46780245	1	rs1036295	2.9	rs13031898	-0.014507	3.82	-0.8783	5354	5354	bslmm	0.14	0.00088	-2.5805	0.00986	0.912523333333333	Stroke_or_Transient_Ischemic_Attack	GCST90476994_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000171150_SOCS5	Stroke_or_Transient_Ischemic_Attack	TWAS	0.00986	FALSE	2.00612308505879	Negative	SOCS5	GCST90476994_Brain_Cerebrovascular.h.FUSION
ENSG00000188486_H2AX	11	119093874	119095465	0.597	rs10892235	3.9	rs74539061	0.044973	-4.12	-1.7822	4716	4716	bslmm	0.05	0.035	2.5804	0.00987	0.704834117647059	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000188486_H2AX	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.00987	FALSE	2.00568284733036	Positive	H2AX	GCST90479446_SleepDisorders.h.FUSION
ENSG00000181264_TLCD5	11	120325296	120333686	0.361	rs61899023	3.48	rs2852225	-0.00206	-4.07	-2.07378	4986	4986	blup	0.04	0.052	2.5802	0.00987	0.798812	Stroke_or_Transient_Ischemic_Attack	GCST90476903_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000181264_TLCD5	Stroke_or_Transient_Ischemic_Attack	TWAS	0.00987	FALSE	2.00568284733036	Positive	TLCD5	GCST90476903_Brain_Cerebrovascular.h.FUSION
ENSG00000106052_TAX1BP1	7	27739331	27844564	0.369	rs1009547	4.05	rs13230726	-0.005263	-3.47	1.1945	4595	4595	blup	0.053	0.031	-2.58026	0.00987	0.591165217391304	Epilepsy	GCST90477553_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000106052_TAX1BP1	Epilepsy	TWAS	0.00987	FALSE	2.00568284733036	Negative	TAX1BP1	GCST90477553_SeizureDisorders.h.FUSION
ENSG00000175727_MLXIP	12	122078756	122147344	0.796	rs77609883	-3.47	rs1183296	-0.014627	-3.66	-1.38126	4203	4203	bslmm	0.22	2.1e-05	2.58012	0.00988	0.552080952380952	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000175727_MLXIP	Chronic_pain	TWAS	0.00988	FALSE	2.00524305541237	Positive	MLXIP	GCST90477532_OtherNeurological.h.FUSION
ENSG00000166317_SYNPO2L	10	73644881	73663803	0.614	rs61132217	2.94	rs73288686	0.018741	-3.4	2.3461	3284	3284	bslmm	0.14	0.00085	-2.58	0.00988	0.81945	Bipolar_Disorder	GCST90476918_MoodDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000166317_SYNPO2L	Bipolar_Disorder	TWAS	0.00988	FALSE	2.00524305541237	Negative	SYNPO2L	GCST90476918_MoodDisorders.h.FUSION
ENSG00000198756_COLGALT2	1	183929854	184037729	0.439	rs9425325	-3.76	rs6698088	-0.0105	-3.36	0.58136	4745	4745	bslmm	0.055	0.029	-2.58011	0.00988	0.741419103448276	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000198756_COLGALT2	Dementia	TWAS	0.00988	FALSE	2.00524305541237	Negative	COLGALT2	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000204991_SPIRE2	16	89818179	89871319	0.498	rs9937042	-3.41	rs62068372	0.03561	-4.17	-0.9467	3446	3446	blup	0.16	0.00039	2.57959	0.00989	0.713562222222222	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000204991_SPIRE2	Schizophrenia	TWAS	0.00989	FALSE	2.00480370840282	Positive	SPIRE2	GCST90479403_PsychoticDisorders.h.FUSION
ENSG00000261195_ENSG00000261195	16	19760761	19766099	0.554	rs12924699	3.79	rs4780826	0.24135	5.14	-2.5789	5399	1	top1	0.24	9.4e-06	-2.5789	0.00991	0.4841432	Abnormal_involuntary_movements	GCST90477576_Movement_Motor.h.FUSION.txt	Oligodendrocyte	ENSG00000261195_ENSG00000261195	Abnormal_involuntary_movements	TWAS	0.00991	FALSE	2.00392634551472	Negative	ENSG00000261195	GCST90477576_Movement_Motor.h.FUSION
ENSG00000281186_LINC00706	10	6772271	6779180	0.514	rs4747517	-3	rs8177614	-0.013338	3.2	-0.5703	5890	5890	bslmm	0.021	0.12	-2.5789	0.00991	0.8102236	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Oligodendrocyte	ENSG00000281186_LINC00706	Degenerative_disease_of_the_spinal_cord	TWAS	0.00991	FALSE	2.00392634551472	Negative	LINC00706	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000273045_C2orf15	2	99141707	99151669	0.437	rs7586604	-4.82	rs72825780	-0.008243	3.01	0.11115	3111	3111	bslmm	0.05	0.035	-2.57856	0.00992	0.846824509803922	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000273045_C2orf15	Concussion_or_loss_of_consciousness	TWAS	0.00992	FALSE	2.00348832784582	Negative	C2orf15	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000259172_SNRPA1-DT	15	101295419	101305737	0.604	rs1015310	-4.12	rs4965640	-0.005314	-3.37	0.6688	5179	5179	bslmm	0.048	0.038	-2.5788	0.00992	0.860836363636364	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000259172_SNRPA1-DT	Cerebral_ischemia	TWAS	0.00992	FALSE	2.00348832784582	Negative	SNRPA1-DT	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000159388_BTG2	1	203305491	203309602	0.846	rs2365601	3.18	rs115552234	-0.0104	3.58	0.33	4282	4282	bslmm	0.029	0.085	2.57831	0.00993	0.463654615384615	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000159388_BTG2	Do_you_smoke_now	TWAS	0.00993	FALSE	2.00305075150462	Positive	BTG2	GCST90479468_SubstanceUse.h.FUSION
ENSG00000177954_RPS27	1	153990762	153992155	0.291	rs12143597	-3.39	rs28784102	0.0885	-4.1	-2.5778	4271	1	top1	0.089	0.0071	2.5778	0.00994	0.616610833333333	Epilepsy_recurrent_seizures_convulsions	GCST90477550_SeizureDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000177954_RPS27	Epilepsy_recurrent_seizures_convulsions	TWAS	0.00994	FALSE	2.00261361560269	Positive	RPS27	GCST90477550_SeizureDisorders.h.FUSION
